id	label	cis_code	generic_type	elt_number	drug_name
660	BRIMONIDINE (TARTRATE DE)  0,2 % (2mg/ml), ALPHAGAN 0,2 % (2mg/ml), collyre en solution.	64048335	1	5	BRIMONIDINE MYLAN 0,2 % (2 mg/ml), collyre en solution
17	PHLOROGLUCINOL 80 mg - SPASFON LYOC 80 mg, lyophilisat oral	64052764	1	11	PHLOROGLUCINOL TEVA 80 mg, comprimé orodispersible
196	FLUCONAZOLE 100 mg - TRIFLUCAN 100 mg, gélule	64053193	1	6	FLUCONAZOLE EVOLUGEN 100 mg, gélule
32	METFORMINE (CHLORHYDRATE DE) 850 mg - GLUCOPHAGE 850 mg, comprimé pelliculé	64053300	1	12	METFORMINE ISOMED 850 mg, comprimé pelliculé
128	CHLORMADINONE (ACETATE DE) 10 mg - LUTERAN 10 mg, comprimé	64053460	1	4	CHLORMADINONE TEVA 10 mg, comprimé
406	LIDOCAINE  2,5 % + PRILOCAINE 2,5 % - EMLA 5 POUR CENT, crème.	64053510	1	6	LIDOCAïNE/PRILOCAïNE BIOGARAN 5 %, crème
940	TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé.	64053720	0	1	MICARDIS 40 mg, comprimé
915	ATORVASTATINE CALCIQUE TRIHYDRATEE équivalant à 40 mg ATORVASTATINE  - TAHOR 40 mg, comprimé pelliculé.	64054758	1	27	BONTEFEL 40 mg, comprimé pelliculé
1244	ÉPLÉRÉNONE 50 mg - INSPRA 50 mg, comprimé pelliculé	64056613	1	11	EPLERENONE ZYDUS 50 mg, comprimé pelliculé
380	PRAVASTATINE SODIQUE 20 mg - ELISOR 20 mg, comprimé sécable - VASTEN 20 mg, comprimé sécable.	64059342	1	25	PRAVASTATINE ZYDUS 20 mg, comprimé sécable
448	BISOPROLOL (HEMIFUMARATE DE) 3,75 mg - CARDENSIEL 3,75 mg, comprimé pelliculé sécable - CARDIOCOR 3,75 mg, comprimé pelliculé sécable	64059470	1	10	BISOPROLOL RANBAXY 3,75 mg, comprimé
582	FOSINOPRIL SODIQUE 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg - FOZIRETIC 20 mg/12,5 mg, comprimé sécable.	64061553	1	8	FOSINOPRIL/HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg, comprimé sécable
1325	VORICONAZOLE 200 mg - VFEND 200 mg, comprimé pelliculé	64061788	1	2	VORICONAZOLE ACCORD 200 mg, comprimé pelliculé
851	VALSARTAN 160 mg + HYDROCHLOROTHIAZIDE 25 mg - COTAREG 160 mg/25 mg, comprimé pelliculé - NISISCO 160 mg/25 mg, comprimé pelliculé.	64062452	1	5	VALSARTAN HYDROCHLOROTHIAZIDE ZYDUS 160 mg/25 mg, comprimé pelliculé
782	FOSFOMYCINE TROMETAMOL équivalant à FOSFOMYCINE 3 g - MONURIL 3 g, granulés pour solution buvable en sachet. - URIDOZ 3 g, granulé pour solution buvable en sachet.	64062783	1	7	FOSFOMYCINE EVOLUGEN 3 g, granulés pour solution buvable en sachet
733	CEFUROXIME SODIQUE équivalant à CEFUROXIME 750 mg  - ZINNAT 750 mg, poudre pour solution injectable (I.M., I.V.)	64064179	1	2	CEFUROXIME KABI 750 mg, poudre pour solution injectable / pour perfusion
162	CEFALEXINE 1 g - KEFORAL 1 g, comprimé pelliculé	64064987	0	1	KEFORAL 1 g, comprimé pelliculé
130	CYPROTERONE (ACETATE DE) 2 mg + ETHINYLESTRADIOL 0,035 mg - DIANE 35 microgrammes, comprimé enrobé	64066269	0	1	DIANE 35 microgrammes, comprimé enrobé
789	LEVOTHYROXINE SODIQUE 150 microgrammes - LEVOTHYROX 150 microgrammes, comprimé sécable.	64067524	0	1	LEVOTHYROX 150 microgrammes, comprimé sécable
1119	MEMANTINE (CHLORHYDRATE DE) 10 mg - EBIXA 10 mg, comprimé pelliculé - AXURA 10 mg, comprimé pelliculé	64069183	1	10	MEMANTINE HCS 10 mg, comprimé pelliculé sécable
498	BICALUTAMIDE 50 mg - CASODEX 50 mg, comprimé enrobé.	64069322	1	9	BICALUTAMIDE EG 50 mg, comprimé pelliculé
604	NEBIVOLOL (CHLORHYDRATE DE) équivalant à NEBIVOLOL 5 mg - TEMERIT 5 mg, comprimé quadrisécable - NEBILOX 5 mg, comprimé quadrisécable.	64071063	1	4	NEBIVOLOL ARROW 5 mg, comprimé quadrisécable
1418	EZETIMIBE 10 mg + SIMVASTATINE 40 mg - INEGY 10 mg/40 mg, comprimé	64071818	1	2	EZETIMIBE/SIMVASTATINE BIOGARAN 10 mg/40 mg, comprimé
593	LANSOPRAZOLE 15 mg - LANZOR 15 mg, gélule gastro-résistante - OGAST 15 mg, gélule gastro-résistante.	64072350	1	16	LANSOPRAZOLE RANBAXY 15 mg, gélule gastro-résistante
2	CIMETIDINE 200 mg - TAGAMET 200 mg, comprimé effervescent	64073139	1	3	CIMETIDINE MYLAN 200 mg,comprimé effervescent
231	BACLOFENE 10 mg - LIORESAL 10 mg, comprimé sécable	64073783	1	2	BACLOFENE ZENTIVA 10 mg, comprimé sécable
582	FOSINOPRIL SODIQUE 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg - FOZIRETIC 20 mg/12,5 mg, comprimé sécable.	64076562	0	1	FOZIRETIC 20 mg/12,5 mg, comprimé sécable
304	CARBOCISTEINE 2 % - RHINATHIOL EXPECTORANT CARBOCISTEINE 2 % ENFANTS SANS SUCRE, sirop édulcoré à la saccharine sodique et au maltitol liquide.	64077212	1	4	CARBOCISTEINE H3 SANTE 2% ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique
1410	ALENDRONATE MONOSODIQUE TRIHYDRATE équivalant à ACIDE ALENDRONIQUE 70 mg + CHOLECALCIFEROL 5600 UI - ALENDRONATE DE SODIUM MONOHYDRATE équivalant à ACIDE ALENDRONIQUE 70 mg + CHOLECALCIFEROL 5600 UI - FOSAVANCE 70 mg/5600 UI, comprimé	64079238	1	5	ACIDE ALENDRONIQUE/VITAMINE D3 ARROW 70 mg/5 600 UI, comprimé
971	RABEPRAZOLE SODIQUE 10 mg - PARIET 10 mg, comprimé gastro-résistant.	64080062	1	9	RABEPRAZOLE EG LABO 10 mg, comprimé gastro-résistant
195	FLUCONAZOLE 50 mg - TRIFLUCAN 50 mg, gélule	64080646	0	1	TRIFLUCAN 50 mg, gélule
1126	TELMISARTAN  80 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - MICARDISPLUS 80 mg/12,5 mg, comprimé - PRITORPLUS 80 mg/12,5 mg, comprimé	64082832	1	9	TELMISARTAN/HYDROCHLOROTHIAZIDE EG 80 mg/12,5 mg, comprimé
447	BISOPROLOL (HEMIFUMARATE DE) 2,5 mg - CARDENSIEL 2,5 mg, comprimé pelliculé sécable - CARDIOCOR 2,5 mg, comprimé pelliculé sécable	64083973	1	13	BISOPROLOL SANDOZ 2,5 mg, comprimé pelliculé sécable
599	EPIRUBICINE (CHLORHYDRATE D') 20 mg/10 ml - FARMORUBICINE 20 mg/10 ml, solution pour perfusion (FLACON de 10 ml).	64086439	0	1	FARMORUBICINE 20 mg/10 ml, solution pour perfusion
752	RISPERIDONE 3 mg - RISPERDALORO 3 mg, comprimé orodispersible.	64087053	0	1	RISPERDALORO 3 mg, comprimé orodispersible
389	FENOFIBRATE 160 mg - LIPANTHYL 160 mg, comprimé pelliculé.	64090124	1	5	FENOFIBRATE CRISTERS 160 mg, comprimé
435	GLIMEPIRIDE 2 mg - AMAREL 2 mg, comprimé.	64097599	1	3	GLIMEPIRIDE ARROW 2 mg, comprimé
1207	D,L-HYDROGENOMALATE D'ALMOTRIPTAN équivalant à ALMOTRIPTAN 12,5 mg - ALMOGRAN 12,5 mg, comprimé pelliculé	64099244	1	3	ALMOTRIPTAN BIOGARAN 12,5 mg, comprimé pelliculé
863	CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.	64100013	1	10	CANDESARTAN MYLAN 4 mg, comprimé sécable
349	SIMVASTATINE 10 mg - ZOCOR 10 mg, comprimé enrobé - LODALES 10 mg, comprimé enrobé.	64100892	1	4	SIMVASTATINE ALMUS 10 mg, comprimé pelliculé
379	PRAVASTATINE SODIQUE 10 mg - ELISOR 10 mg, comprimé sécable - VASTEN 10 mg, comprimé sécable.	64103340	0	1	ELISOR 10 mg, comprimé sécable
14	OMEPRAZOLE 20 mg - MOPRAL 20 mg, gélule gastro-résistante - ZOLTUM 20 mg, gélule gastro-résistante	64103828	0	1	MOPRAL 20 mg, gélule gastro-résistante
1210	LÉVODOPA 100 mg  +  CARBIDOPA 25 mg +  ENTACAPONE 200 mg - STALEVO 100 mg/25 mg/200 mg, comprimé pelliculé	64105964	1	6	LEVODOPA/CARBIDOPA/ENTACAPONE MYLAN 100 mg/25 mg/200 mg, comprimé pelliculé
864	CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable	64107495	1	11	CANDESARTAN MYLAN PHARMA 8 mg, comprimé sécable
664	ACIDE FUSIDIQUE 2 % - FUCIDINE 2 POUR CENT, crème	64108825	1	8	ACIDE FUSIDIQUE SANDOZ 2 %, crème
327	CARVEDILOL 25 mg - KREDEX 25 mg, comprimé sécable.	64109927	2	4	CARVEDILOL BIOGARAN 12,5 mg, comprimé sécable
317	CARVEDILOL 12,5 mg - KREDEX 12,5 mg, comprimé sécable.	64109927	1	3	CARVEDILOL BIOGARAN 12,5 mg, comprimé sécable
1358	BECLOMETASONE (DIPROPIONATE DE) 800 microgrammes/2 mL - BECLOSPIN 800 microgrammes/2 ml, suspension pour inhalation par nébuliseur	64110541	1	2	BECLOMETASONE CHIESI 800 microgrammes/2 ml, suspension pour inhalation par nébuliseur
425	MELOXICAM 15 mg - MOBIC 15 mg, comprimé sécable.	64115225	1	6	MELOXICAM ZENTIVA 15 mg, comprimé sécable
997	ETHINYLESTRADIOL BETADEX-CLATHRATE équivalant à ETHINYLESTRADIOL 0,02 mg + DROSPIRENONE 3 mg - JASMINELLE 0,02 mg/3 mg, comprimé pelliculé.	64115976	1	2	BELANETTE 0,02 mg/3 mg, comprimé pelliculé
846	VALSARTAN 160 mg - TAREG 160 mg, comprimé pelliculé - NISIS 160 mg, comprimé pelliculé.	64116131	1	19	VALSARTAN ZYDUS 160 mg, comprimé pelliculé
366	GABAPENTINE 600 mg – NEURONTIN 600 mg, comprimé pelliculé.	64117322	1	10	GABAPENTINE TEVA 600 mg, comprimé pelliculé
402	NALOXONE (CHLORHYDRATE DE) 0,4 mg/1 ml - NARCAN 0,4 mg/1 ml, solution injectable en ampoule.	64117646	0	1	NARCAN 0,4 mg/1 ml, solution injectable en ampoule
730	OLANZAPINE 5 mg - ZYPREXA VELOTAB 5 mg, comprimé orodispersible.	64117856	1	12	OLANZAPINE ZENTIVA 5 mg, comprimé orodispersible
718	FENTANYL 75 microgrammes/heure - DUROGESIC 75 microgrammes/heure, dispositif transdermique.	64119540	1	5	FENTANYL EG 75 µg/h, dispositif transdermique
711	PANTOPRAZOLE SODIQUE SESQUIHYDRATE équivalant à PANTOPRAZOLE 20 mg - EUPANTOL 20 mg, comprimé gastro-résistant - INIPOMP 20 mg, comprimé gastro-résistant - PANTIPP 20 mg, comprimé gastro-résistant - PANTOZOL CONTROL 20 mg, comprimé gastro-résistant	64121178	1	35	PANTOPRAZOLE ZYDUS FRANCE 20 mg, comprimé gastro-résistant
180	SULFAMETHOXAZOLE 800 mg + TRIMETHOPRIME 160 mg - BACTRIM FORTE, comprimé	64121235	0	1	BACTRIM FORTE, comprimé
1112	DILTIAZEM (CHLORHYDRATE DE) 300 mg - MONO TILDIEM LP 300 mg, gélule à libération prolongée	64121915	1	4	DILTIAZEM BGR LP 300 mg, gélule à libération prolongée
1330	ZONISAMIDE 100 mg - ZONEGRAN 100 mg, gélule	64122807	0	1	ZONEGRAN 100 mg, gélule
331	ECONAZOLE (NITRATE D') 150 mg – GYNO PEVARYL LP 150 mg, ovule à libération prolongée.	64126264	1	9	ECONAZOLE ZENTIVA LP 150 mg, ovule à libération prolongée
861	ACARBOSE 100 mg, - GLUCOR 100 mg, comprimé sécable.	64127672	1	3	ACARBOSE BIOGARAN 100 mg, comprimé sécable
470	ACECLOFENAC 100 mg - CARTREX 100 mg, comprimé pelliculé.	64130871	1	3	ACECLOFENAC BIOGARAN 100 mg, comprimé pelliculé
831	CLOPIDOGREL (HYDROGÉNOSULFATE DE) équivalant à CLOPIDOGREL 75 mg - CLOPIDOGREL (BESILATE DE) équivalant à CLOPIDOGREL 75 mg - CLOPIDOGREL (CHLORHYDRATE DE) équivalant à CLOPIDOGREL 75 mg -PLAVIX 75 mg, comprimé pelliculé.	64132502	1	18	CLOPIDOGREL MYLAN 75 mg, comprimé pelliculé
495	TOPIRAMATE 50 mg - EPITOMAX 50 mg, comprimé pelliculé.	64137353	1	7	TOPIRAMATE MYLAN 50 mg, comprimé pelliculé
1136	CLOXACILLINE SODIQUE équivalant à CLOXACILLINE 500 mg - ORBENINE 500 mg, gélule	64139742	0	1	ORBENINE 500 mg, gélule
254	BROMOCRIPTINE (MESILATE DE) équivalant à BROMOCRIPTINE 5 mg - PARLODEL 5 mg, gélule.	64141483	0	1	PARLODEL 5 mg, gélule
984	RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE équivalant à  RISEDRONATE MONOSODIQUE 5 mg - ACTONEL 5 mg, comprimé pelliculé.	64144419	0	1	ACTONEL 5 mg, comprimé pelliculé
923	EXEMESTANE 25 mg - AROMASINE 25 mg, comprimé enrobé.	64144682	1	16	EXEMESTANE ZENTIVA 25 mg, comprimé pelliculé
1454	NITISINONE 10 mg - ORFADIN 10 mg, gélule	64147632	0	1	ORFADIN 10 mg, gélule
638	DICLOFENAC DE DIETHYLAMINE équivalant à DICLOFENAC SODIQUE 1g/100 g - VOLTARENE EMULGEL 1 %, gel en flacon pressurisé.	64147835	1	4	DICLOFENAC EG 1 %, gel en flacon pressurisé
235	ALLOPURINOL 100 mg - ZYLORIC 100 mg, comprimé	64148136	0	1	ZYLORIC 100 mg, comprimé
526	AZITHROMYCINE DIHYDRATE équivalant à AZITHROMYCINE 250 mg - ZITHROMAX 250 mg, comprimé pelliculé.	64150906	1	15	AZITHROMYCINE ZYDUS 250 mg, comprimé pelliculé
97	ENALAPRIL (MALEATE D') 20 mg - RENITEC 20 mg, comprimé.	64155419	1	6	ENALAPRIL EVOLUGEN 20 mg, comprimé sécable
92	DILTIAZEM (CHLORHYDRATE DE) 120 mg - DIACOR L.P. 120 mg, gélule à libération prolongée.	64159780	1	6	DILTIAZEM TEVA L.P. 120 mg, gélule à libération prolongée
192	SPIRAMYCINE 0.75 M.UI + METRONIDAZOLE 125 mg - RODOGYL, comprimé pelliculé.	64161144	1	7	SPIRAMYCINE METRONIDAZOLE MYLAN 750.000 U.I./125 mg, comprimé pelliculé
616	DICLOFENAC DE DIETHYLAMINE équivalant à DICLOFENAC SODIQUE 1g/100 g - VOLTARENE EMULGEL 1 %, gel.	64162883	1	10	DICLOFENAC EG 1 %, gel
1207	D,L-HYDROGENOMALATE D'ALMOTRIPTAN équivalant à ALMOTRIPTAN 12,5 mg - ALMOGRAN 12,5 mg, comprimé pelliculé	64165648	1	2	ALMOTRIPTAN ARROW 12,5 mg, comprimé pelliculé
115	ISOTRETINOÏNE 5 mg - ROACCUTANE 5 mg, capsule molle	64168039	1	2	ACNETRAIT 5 mg, capsule molle
242	TRAMADOL (CHLORHYDRATE DE) 50 mg - CONTRAMAL 50 mg, gélule - TOPALGIC 50 mg, gélule.	64171551	1	15	TRAMADOL TEVA 50 mg, gélule
133	TERAZOSINE (CHLORHYDRATE DE) équivalant à TERAZOSINE 5 mg - DYSALFA 5 mg, comprimé - HYTRINE 5 mg, comprimé.	64171583	1	5	TERAZOSINE TEVA 5 mg, comprimé
435	GLIMEPIRIDE 2 mg - AMAREL 2 mg, comprimé.	64173456	1	7	GLIMEPIRIDE EVOLUGEN 2 mg, comprimé
1104	ESCITALOPRAM (OXALATE D') équivalant à ESCITALOPRAM 15 mg - SEROPLEX 15 mg, comprimé pelliculé sécable	64174800	1	9	ESCITALOPRAM EVOLUGEN 15 mg, comprimé pelliculé sécable
225	KETOPROFENE 200 mg - PROFENID LP 200 mg, gélule à libération prolongée.	64175336	1	4	KETUM L P 200 mg, gélule à libération prolongée
450	BISOPROLOL (HEMIFUMARATE DE) 7,5 mg - CARDENSIEL 7,5 mg, comprimé pelliculé sécable - CARDIOCOR 7,5 mg, comprimé pelliculé sécable	64236159	1	3	BISOCE 7,5 mg, comprimé pelliculé sécable
159	AMOXICILLINE + CLAVULANATE DE POTASSIUM équivalant à AMOXICILLINE + ACIDE CLAVULANIQUE 1 g + 125 mg ADULTES (Rapport amoxicilline/acide clavulanique : 8/1) - AUGMENTIN 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (Rapport amoxicilline/acide clavulanique : 8/1) - CIBLOR 1 g/125 mg ADULTE, poudre pour suspension buvable en sachet-dose (Rapport amoxicilline/acide clavulanique : 8/1).	64176281	1	5	AMOXICILLINE/ACIDE CLAVULANIQUE BGR 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)
914	ATORVASTATINE CALCIQUE TRIHYDRATEE équivalant à 20 mg ATORVASTATINE  - TAHOR 20 mg, comprimé pelliculé.	64176801	1	17	ATORVASTATINE KRKA 20 mg, comprimé pelliculé
892	SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.	64178300	1	9	SILDENAFIL ZENTIVA 25 mg, comprimé pelliculé
306	CARBOCISTEINE 5 % - MUCOPLEXIL 5 % ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique.	64181200	0	1	MUCOPLEXIL 5 % ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique
338	ESTRADIOL HEMIHYDRATE équivalant à ESTRADIOL ANHYDRE 2 mg - ESTROFEM 2 mg, comprimé pelliculé.	64183183	0	1	ESTROFEM 2 mg, comprimé pelliculé
374	RAMIPRIL 5 mg - TRIATEC 5 mg, comprimé sécable.	64186012	1	17	RAMIPRIL TORRENT 5 mg, comprimé sécable
1476	PERINDOPRIL TERT-BUTYLAMINE 8 mg- PERINDOPRIL ARGININE 10 mg + AMLODIPINE (BESILATE DE) équivalant à AMLODIPINE 5 mg- COVERAM 10 mg/5 mg, comprimé	64188522	1	2	PERINDOPRIL/AMLODIPINE EG 8 mg/5 mg, comprimé
818	RILUZOLE 50 mg - RILUTEK 50 mg, comprimé pelliculé	64189866	1	5	RILUZOLE MYLAN 50 mg, comprimé pelliculé
110	ECONAZOLE (NITRATE D') 1 % - PEVARYL 1 POUR CENT, émulsion fluide pour application locale.	64190434	1	2	ECONAZOLE ARROW 1 %, émulsion pour application cutanée
701	OLANZAPINE 10 mg - ZYPREXA 10 mg, comprimé enrobé.	64191689	1	20	ZALASTA 10 mg, comprimé
99	LISINOPRIL DIHYDRATE équivalant à LISINOPRIL 20 mg - PRINIVIL 20 mg, comprimé - ZESTRIL 20 mg, comprimé.	64195196	1	12	LISINOPRIL ZYDUS 20 mg, comprimé sécable
1165	IOPAMIDOL équivalant à 300 mg d'Iode/ml - IOPAMIRON 300 (300 mg d'Iode/mL), solution injectable	64195680	1	2	IOPAMIGITA 300 mg d'iode/mL, solution pour injection ou pour perfusion
736	MACROGOL 4000 10 g - FORLAX 10 g, poudre pour solution buvable en sachet.	64196024	1	2	FORLAXLIB ADULTE 10 g, poudre pour solution buvable en sachet
42	FLECAINIDE (ACETATE DE) 100 mg - FLECAINE 100 mg, comprimé sécable	64197133	1	5	FLECAINIDE MYLAN 100 mg, comprimé sécable
725	CICLOPIROX 8 % - MYCOSTER 8 POUR CENT, solution filmogène pour application locale en flacon.	64199166	0	1	MYCOSTER 8 POUR CENT, solution filmogène pour application locale en flacon
1037	DESLORATADINE 5 mg - AERIUS 5 mg, comprimé pelliculé -NEOCLARITYN 5 mg, comprimé pelliculé	64199376	1	11	DESLORATADINE GNR 5 mg, comprimé pelliculé
158	AMOXICILLINE + CLAVULANATE DE POTASSIUM équivalant à AMOXICILLINE + ACIDE CLAVULANIQUE 500 mg +  62,5 mg ADULTES (Rapport amoxicilline/acide clavulanique : 8/1) - AUGMENTIN 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1) - CIBLOR 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1).	64200095	1	13	AMOXICILLINE/ACIDE CLAVULANIQUE TEVA SANTE 500 mg/62,5 mg ADULTES, comprimé pelliculé (Rapport amoxicilline/acide clavulanique: 8/1)
1468	EVEROLIMUS 10 mg - AFINITOR 10 mg, comprimé	64201368	0	1	AFINITOR 10 mg, comprimé
562	LOSARTAN POTASSIUM 100 mg - COZAAR 100 mg, comprimé pelliculé.	64201553	1	2	LOSARTAN ACCORD 100 mg, comprimé pelliculé
1262	RASAGILINE (MÉSILATE DE) équivalant à RASAGILINE 1 mg - AZILECT 1 mg, comprimé	64201902	1	7	RASAGILINE EG 1 mg, comprimé
711	PANTOPRAZOLE SODIQUE SESQUIHYDRATE équivalant à PANTOPRAZOLE 20 mg - EUPANTOL 20 mg, comprimé gastro-résistant - INIPOMP 20 mg, comprimé gastro-résistant - PANTIPP 20 mg, comprimé gastro-résistant - PANTOZOL CONTROL 20 mg, comprimé gastro-résistant	64202242	1	29	PANTOPRAZOLE RATIOPHARM CONSEIL 20 mg, comprimé gastro-résistant
317	CARVEDILOL 12,5 mg - KREDEX 12,5 mg, comprimé sécable.	64203045	1	5	CARVEDILOL EG 12,5 mg, comprimé pelliculé sécable
477	AZATHIOPRINE 50 mg - IMUREL 50 mg, comprimé pelliculé.	64204250	0	1	IMUREL 50 mg, comprimé pelliculé
701	OLANZAPINE 10 mg - ZYPREXA 10 mg, comprimé enrobé.	64208220	1	18	OLANZAPINE ZENTIVA LAB 10 mg, comprimé enrobé
595	BETAHISTINE (DICHLORHYDRATE DE) 24 mg - BETASERC 24 mg, comprimé.	64212215	1	6	BETAHISTINE EG 24 mg, comprimé
638	DICLOFENAC DE DIETHYLAMINE équivalant à DICLOFENAC SODIQUE 1g/100 g - VOLTARENE EMULGEL 1 %, gel en flacon pressurisé.	64212457	0	1	VOLTARENE EMULGEL 1 %, gel en flacon pressurisé
33	METFORMINE (CHLORHYDRATE DE) 1000 mg - GLUCOPHAGE 1000 mg, comprimé pelliculé sécable.	64217415	1	18	METFORMINE ZENTIVA 1000 mg, comprimé pelliculé
275	ZOPICLONE 7,5 mg - IMOVANE 7,5 mg, comprimé pelliculé sécable.	64218385	1	7	ZOPICLONE MYLAN 7,5 mg, comprimé pelliculé sécable
752	RISPERIDONE 3 mg - RISPERDALORO 3 mg, comprimé orodispersible.	64224096	1	4	RISPERIDONE TEVA 3 mg, comprimé orodispersible
1248	ARIPIPRAZOLE 15 mg - ABILIFY 15 mg, comprimé	64224801	0	1	ABILIFY 15 mg, comprimé
747	GESTODENE  0,06 mg +  ETHINYLESTRADIOL 0,015 mg - MELODIA 60 microgrammes/15 microgrammes, comprimé pelliculé - MINESSE 60 microgrammes/15 microgrammes, comprimé pelliculé	64226503	1	8	GESTODENE-ETHINYLESTRADIOL TEVA 60 microgrammes/15 microgrammes, comprimé pelliculé
373	RAMIPRIL 2,5 mg - TRIATEC 2,5 mg, comprimé sécable.	64227441	1	6	RAMIPRIL BIOGARAN 2,5 mg, comprimé sécable
415	CEFTAZIDIME 1 g - FORTUM 1 g, poudre pour solution injectable (IM, IV) ou pour perfusion.	64230761	1	6	CEFTAZIDIME PANMEDICA 1 g, poudre pour solution injectable
283	CITALOPRAM (BROMHYDRATE DE) équivalant à CITALOPRAM 20 mg - SEROPRAM 20 mg, comprimé pelliculé sécable.	64231607	1	10	CITALOPRAM LUNDBECK 20 mg, comprimé pelliculé sécable
137	PREDNISONE 20 mg - CORTANCYL 20 mg, comprimé sécable	64233693	1	2	PREDNISONE ARROW 20 mg, comprimé sécable
326	CARVEDILOL 6,25 mg - KREDEX 6,25 mg, comprimé sécable.	64233832	0	1	KREDEX 6,25 mg, comprimé sécable
1200	NORADRÉNALINE (TARTRATE DE) 2mg/ml - LEVOPHED 8 mg/4 ml, solution injectable IV	64234749	1	1	NORADRENALINE (TARTRATE) AGUETTANT 2 mg/ml (SANS SULFITES), solution à diluer pour perfusion
938	RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE équivalant à  RISEDRONATE MONOSODIQUE 35 mg - ACTONEL 35 mg, comprimé pelliculé.	64234980	1	6	RISEDRONATE BLUEFISH 35 mg, comprimé pelliculé
148	AMOXICILLINE 500 mg - CLAMOXYL 500 mg, gélule	64236198	1	18	AMOXICILLINE TEVA 500 mg, gélule
971	RABEPRAZOLE SODIQUE 10 mg - PARIET 10 mg, comprimé gastro-résistant.	64238676	1	10	RABEPRAZOLE EVOLUGEN 10 mg, comprimé gastro-résistant
298	SALBUTAMOL (SULFATE DE) équivalant à  SALBUTAMOL 5 mg - VENTOLINE 5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose.	64245247	0	1	VENTOLINE 5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose
82	BISOPROLOL (HEMIFUMARATE DE) 10 mg - DETENSIEL 10 mg, comprimé pelliculé sécable - SOPROL 10 mg, comprimé pelliculé sécable.	64245311	1	11	BISOPROLOL SANDOZ 10 mg, comprimé pelliculé sécable
451	BISOPROLOL (HEMIFUMARATE DE) 10 mg - CARDENSIEL 10 mg, comprimé pelliculé sécable - CARDIOCOR 10 mg, comprimé pelliculé sécable	64245311	1	12	BISOPROLOL SANDOZ 10 mg, comprimé pelliculé sécable
1254	PRÉGABALINE 200 mg - LYRICA 200 mg, gélule	64247383	1	7	PREGABALINE HCS 200 mg, gélule
1402	AMLODIPINE (BESILATE D') équivalant à AMLODIPINE 5 mg + VALSARTAN 160 mg - EXFORGE 5 mg/160 mg, comprimé pelliculé	64248026	1	4	AMLODIPINE/VALSARTAN TEVA 5 mg/160 mg, comprimé pelliculé
952	OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique.	64252505	1	15	OXOMEMAZINE UPSA 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique
310	LORATADINE 10 mg - CLARITYNE 10 mg, comprimé	64253639	1	14	LORATADINE RANBAXY 10 mg, comprimé
387	CLARITHROMYCINE 500 mg - ZECLAR 500 mg, comprimé pelliculé	64255017	1	6	CLARITHROMYCINE EG 500 mg, comprimé pelliculé
810	ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 0,25 mg - ADARTREL 0,25 mg, comprimé pelliculé.	64255608	1	5	ROPINIROLE TEVA 0,25 mg, comprimé pelliculé
674	ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 0,25 mg - REQUIP 0,25 mg, comprimé pelliculé	64255608	1	6	ROPINIROLE TEVA 0,25 mg, comprimé pelliculé
893	SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 100 mg - VIAGRA 100 mg, comprimé pelliculé.	64260345	1	17	VIZARSIN 100 mg, comprimé pelliculé
938	RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE équivalant à  RISEDRONATE MONOSODIQUE 35 mg - ACTONEL 35 mg, comprimé pelliculé.	64260929	1	16	RISEDRONATE SANDOZ 35 mg, comprimé pelliculé
